"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","industry","Summary Quote",
"FLWS","1-800 FLOWERS.COM, Inc.","3.8","106134000","n/a","1999","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/flws",
"FCTY","1st Century Bancshares, Inc","4.5","40626000","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fcty",
"FCCY","1st Constitution Bancorp (NJ)","9.3","47392800","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/fccy",
"SRCE","1st Source Corporation","23.06","559435600","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/srce",
"FUBC","1st United Bancorp, Inc. (FL)","6.32","215227600","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fubc",
"TCHC","21st Century Holding Company","4.54","36079380","n/a","1998","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/tchc",
"VNET","21Vianet Group, Inc.","10.03","302564980","n/a","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/vnet",
"SSRX","3SBio Inc.","12.52","276291360","n/a","2007","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ssrx",
"JOBS","51job, Inc.","36.13","1039821400","n/a","2004","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/jobs",
"EGHT","8x8 Inc","5.06","357787540","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/eght",
"AVHI","A V Homes, Inc.","14.56","191828000","n/a","n/a","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/avhi",
"SHLM","A. Schulman, Inc.","21.86","645263480","n/a","1972","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/shlm",
"AONE","A123 Systems, Inc.","0.6909","101468337.6","n/a","2009","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aone",
"AAON","AAON, Inc.","20.22","496401000","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aaon",
"ASTM","Aastrom Biosciences, Inc.","1.97","76349320","n/a","1997","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/astm",
"ABAX","ABAXIS, Inc.","39.37","853935300","n/a","1992","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/abax",
"ABMD","ABIOMED, Inc.","23.71","931162830","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/abmd",
"AXAS","Abraxas Petroleum Corporation","2.71","250219720","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/axas",
"ACTG","Acacia Research Corporation","39.75","1975614750","n/a","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/actg",
"ACHC","Acadia Healthcare Company, Inc.","16.6","534802200","n/a","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/achc",
"ACAD","ACADIA Pharmaceuticals Inc.","1.59","84153930","n/a","1985","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/acad",
"ACCL","Accelrys, Inc.","8.25","457998750","n/a","1995","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/accl",
"ANCX","Access National Corporation","13.66","139782780","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/ancx",
"ARAY","Accuray Incorporated","6.51","464156490","n/a","2007","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/aray",
"ACRX","AcelRx Pharmaceuticals, Inc.","3.33","75304620","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/acrx",
"ACET","Aceto Corporation","8.97","240566430","n/a","n/a","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/acet",
"ACHN","Achillion Pharmaceuticals, Inc.","6.65","469795900","n/a","2006","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/achn",
"ACIW","ACI Worldwide, Inc.","44.91","1785486870","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/aciw",
"APKT","Acme Packet, Inc.","17.55","1199682900","n/a","2006","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/apkt",
"ACNB","ACNB Corporation","14.5","86260500","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/acnb",
"ACOR","Acorda Therapeutics, Inc.","25.45","1020443200","n/a","2006","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/acor",
"ACFN","Acorn Energy, Inc.","8.81","157610900","n/a","n/a","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/acfn",
"ACTS","Actions Semiconductor Co., Ltd.","1.69","116606620","n/a","2005","Technology","Semiconductors","http://www.nasdaq.com/symbol/acts",
"ACPW","Active Power, Inc.","0.8299","79052954.4","n/a","2000","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/acpw",
"ATVI","Activision Blizzard, Inc","12.345","13724059950","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/atvi",
"BIRT","Actuate Corporation","6.47","318854540","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/birt",
"ACUR","Acura Pharmaceuticals, Inc.","3.05","139876050","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/acur",
"ACXM","Acxiom Corporation","15.97","1226575850","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/acxm",
"ADES","ADA-ES, Inc.","23","230092000","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/ades",
"ADUS","Addus HomeCare Corporation","4.45","47948750","n/a","2009","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/adus",
"AEY","ADDvantage Technologies Group, Inc.","2.1","21396900","n/a","n/a","Consumer Services","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/aey",
"ADEP","Adept Technology, Inc.","4","38900000","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/adep",
"ADBE","Adobe Systems Incorporated","31.885","15818977510","n/a","1986","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/adbe",
"ADTN","ADTRAN, Inc.","21.97","1399840520","n/a","1994","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/adtn",
"AEIS","Advanced Energy Industries, Inc.","11.98","475989360","n/a","1995","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aeis",
"ADVS","Advent Software, Inc.","27.82","1409389020","n/a","1995","Technology","EDP Services","http://www.nasdaq.com/symbol/advs",
"AVCA","Advocat, Inc.","6.4","37644800","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/avca",
"AEGR","Aegerion Pharmaceuticals, Inc.","14.98","323178520","n/a","2010","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aegr",
"AEGN","Aegion Corp","18.67","732965530","n/a","2000","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/aegn",
"AEHR","Aehr Test Systems","1.29","11386830","n/a","1997","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/aehr",
"AEPI","AEP Industries Inc.","47.15","259843650","n/a","1986","Capital Goods","Specialty Chemicals","http://www.nasdaq.com/symbol/aepi",
"AVAV","AeroVironment, Inc.","24.87","550447710","n/a","2007","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/avav",
"AEZS","AEterna Zentaris Inc.","0.45","48954150","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aezs",
"ATRM","Aetrium Incorporated","0.7","7546700","n/a","1993","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/atrm",
"AFCE","AFC Enterprises, Inc.","23.64","575704920","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/afce",
"AFFY","Affymax, Inc.","16.94","611686460","n/a","2006","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/affy",
"AFFX","Affymetrix, Inc.","4.51","318527770","n/a","1996","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/affx",
"AGEN","Agenus Inc.","5.09","115975650","n/a","2000","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/agen",
"AGYS","Agilysys, Inc.","8.55","187142400","n/a","n/a","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/agys",
"AIRM","Air Methods Corporation","106.96","1372403760","n/a","n/a","Transportation","Transportation Services","http://www.nasdaq.com/symbol/airm",
"AIRT","Air T, Inc.","8.6101","21060304.6","n/a","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/airt",
"ATSG","Air Transport Services Group, Inc","5.36","344465760","n/a","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/atsg",
"AMCN","AirMedia Group Inc","2.05","128379200","n/a","1995","Technology","Advertising","http://www.nasdaq.com/symbol/amcn",
"AIXG","Aixtron SE","13.72","1396558800","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aixg",
"AKAM","Akamai Technologies, Inc.","30.49","5463381140","n/a","1999","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/akam",
"AKRX","Akorn, Inc.","15.29","1454017840","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/akrx",
"ALSK","Alaska Communications Systems Group, Inc.","2.26","102798360","n/a","1999","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/alsk",
"AMRI","Albany Molecular Research, Inc.","2.85","87691650","n/a","1999","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/amri",
"ALCS","ALCO Stores, Inc.","7.48","28506280","n/a","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/alcs",
"ALXN","Alexion Pharmaceuticals, Inc.","100.32","19270569120","n/a","1996","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alxn",
"ALXA","Alexza Pharmaceuticals, Inc.","3.61","42810990","n/a","2006","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alxa",
"ALCO","Alico, Inc.","31.23","229509270","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/alco",
"ALGN","Align Technology, Inc.","31.7","2547443700","n/a","2001","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/algn",
"ALIM","Alimera Sciences, Inc.","2.74","86123680","n/a","2010","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alim",
"ALKS","Alkermes plc","18.78","2445925980","n/a","1991","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alks",
"ALGT","Allegiant Travel Company","71.82","1378225800","n/a","2006","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/algt",
"ALLB","Alliance Bancorp, Inc. of Pennsylvania","12.48","68315520","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/allb",
"ABVA","Alliance Bankshares Corporation","4.34","22177400","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/abva",
"AFOP","Alliance Fiber Optic Products, Inc.","9.03","79301460","n/a","2000","Technology","Semiconductors","http://www.nasdaq.com/symbol/afop",
"ALNC","Alliance Financial Corporation","35.86","171590100","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/alnc",
"AHGP","Alliance Holdings GP, L.P.","44.37","2656121310","n/a","2006","Energy","Coal Mining","http://www.nasdaq.com/symbol/ahgp",
"ARLP","Alliance Resource Partners, L.P.","58.68","2163825000","n/a","1999","Energy","Coal Mining","http://www.nasdaq.com/symbol/arlp",
"AHPI","Allied Healthcare Products, Inc.","2.94","23884560","n/a","1992","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/ahpi",
"AMOT","Allied Motion Technologies, Inc.","6","51840000","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/amot",
"ALTH","Allos Therapeutics, Inc.","1.745","184840870","n/a","2000","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alth",
"ALLT","Allot Communications Ltd.","24.71","782219760","n/a","2006","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/allt",
"MDRX","Allscripts Healthcare Solutions, Inc.","9.99","1907071020","n/a","1999","Technology","EDP Services","http://www.nasdaq.com/symbol/mdrx",
"AFAM","Almost Family Inc","23.73","221163600","n/a","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/afam",
"ALNY","Alnylam Pharmaceuticals, Inc.","18.76","974582000","n/a","2004","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alny",
"AOSL","Alpha and Omega Semiconductor Limited","8.26","204872780","n/a","2010","Technology","Semiconductors","http://www.nasdaq.com/symbol/aosl",
"ATEC","Alphatec Holdings, Inc.","1.72","154142960","n/a","2006","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/atec",
"ALTI","Altair Nanotechnologies Inc.","0.46","31947920","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/alti",
"ALTR","Altera Corporation","31.91","10295187120","n/a","1988","Technology","Semiconductors","http://www.nasdaq.com/symbol/altr",
"ALTE","Alterra Capital Holdings Limited","23.71","2382997260","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/alte",
"ASPS","Altisource Portfolio Solutions S.A.","75.87","1768605570","n/a","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/asps",
"APSA","Alto Palermo S.A.","14","440958000","n/a","n/a","Consumer Services","Building operators","http://www.nasdaq.com/symbol/apsa",
"AIMC","Altra Holdings, Inc.","15.56","419124160","n/a","2006","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aimc",
"ALVR","Alvarion Ltd.","0.3999","24954959.7","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/alvr",
"AMAG","AMAG Pharmaceuticals, Inc.","15.56","332330480","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/amag",
"AMRN","Amarin Corporation PLC","15.36","2116193280","n/a","1995","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/amrn",
"AMZN","Amazon.com, Inc.","226.17","101895465420","n/a","1997","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/amzn",
"EPAX","Ambassadors Group, Inc.","5.01","88055760","n/a","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/epax",
"AMBT","Ambient Corporation","5.55","92168850","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ambt",
"AMCX","AMC Networks Inc.","43.14","2510920560","n/a","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/amcx",
"AMED","Amedisys Inc","13.44","404906880","n/a","1987","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/amed",
"UHAL","Amerco","94.01","1843348080","n/a","n/a","Consumer Services","Rental/Leasing Companies","http://www.nasdaq.com/symbol/uhal",
"ASBI","Ameriana Bancorp","5.84","17455760","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/asbi",
"ATAX","America First Tax Exempt Investors, L.P.","5.4","230974200","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/atax",
"AMOV","America Movil, S.A.B. de C.V.","26.85","527602500","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/amov",
"AGNC","American Capital Agency Corp.","34.145","10243260985","n/a","1983","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/agnc",
"AGNCP","American Capital Agency Corp.","26.26","181194000","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/agncp",
"MTGE","American Capital Mortgage Investment Corp.","24.44","577077280","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/mtge",
"ACAS","American Capital, Ltd.","9.86","3399737860","n/a","1997","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/acas",
"ANCI","American Caresource Holdings Inc","0.59","10101390","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/anci",
"AETI","American Electric Technologies, Inc.","4.52","35766760","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aeti",
"AMIC","American Independence Corp.","5.61","46405920","n/a","n/a","Finance","Accident &Health Insurance","http://www.nasdaq.com/symbol/amic",
"ALRN","American Learning Corporation","1.72","8462400","n/a","1984","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/alrn",
"AMNB","American National Bankshares, Inc.","23.04","180403200","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/amnb",
"ANAT","American National Insurance Company","71.61","1921797570","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/anat",
"APFC","American Pacific Corporation","10.73","81762600","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/apfc",
"APEI","American Public Education, Inc.","30.14","543363920","n/a","2007","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/apei",
"ARII","American Railcar Industries, Inc.","25.74","549600480","n/a","2006","Capital Goods","Railroads","http://www.nasdaq.com/symbol/arii",
"ARCP","American Realty Capital Properties, Inc.","10.47","111652080","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/arcp",
"ARCT          ","American Realty Capital Trust, Inc.","11.06","1753894800","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/arct          ",
"AMRB","American River Bankshares","6.85","65979200","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/amrb",
"ASEI","American Science and Engineering, Inc.","57.2","510052400","n/a","n/a","Health Care","Medical Electronics","http://www.nasdaq.com/symbol/asei",
"AMSWA","American Software, Inc.","8.22","198891120","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/amswa",
"AMSC","American Superconductor Corporation","4.33","224848240","n/a","1991","Consumer Durables","Metal Fabrications","http://www.nasdaq.com/symbol/amsc",
"AMWD","American Woodmark Corporation","17.86","256826800","n/a","1986","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/amwd",
"CRMT","America&#39;s Car-Mart, Inc.","44.63","427867810","n/a","n/a","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/crmt",
"THRM","Amerigon Incorporated","10.99","324732520","n/a","2006","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/thrm",
"ABCB","Ameris Bancorp","12.07","287434980","n/a","1994","Finance","Major Banks","http://www.nasdaq.com/symbol/abcb",
"AMSF","AMERISAFE, Inc.","26.89","488053500","n/a","2005","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/amsf",
"ASRV","AmeriServ Financial Inc.","2.8","54378800","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/asrv",
"ASRVP","AmeriServ Financial Inc.","26.2722","12636928.2","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/asrvp",
"ASCA","Ameristar Casinos, Inc.","17.43","574632240","n/a","1993","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/asca",
"ATLO","Ames National Corporation","22.52","209683720","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/atlo",
"AMGN","Amgen Inc.","79.635","61932776580","n/a","1983","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/amgn",
"FOLD","Amicus Therapeutics, Inc.","6.1","282893600","n/a","2007","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/fold",
"AMKR","Amkor Technology, Inc.","4.94","831342720","n/a","1998","Technology","Semiconductors","http://www.nasdaq.com/symbol/amkr",
"AMPL","Ampal-American Israel Corporation","0.16","8981440","n/a","n/a","Finance","Finance/Investors Services","http://www.nasdaq.com/symbol/ampl",
"AMPE","Ampio Pharmaceuticals, Inc.","3.07","95664270","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ampe",
"AMSG","Amsurg Corp.","32.01","1012668360","n/a","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/amsg",
"ASYS","Amtech Systems, Inc.","4.18","39622220","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/asys",
"AFSI","AmTrust Financial Services, Inc.","29.86","1807575100","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afsi",
"AMLN","Amylin Pharmaceuticals, Inc.","30.785","5013398820","n/a","1992","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/amln",
"AMRS","Amyris, Inc.","3.55","199932450","n/a","1992","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/amrs",
"ANAC","Anacor Pharmaceuticals, Inc.","5.63","177350630","n/a","2010","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/anac",
"ANAD","ANADIGICS, Inc.","1.68","118349280","n/a","1995","Technology","Semiconductors","http://www.nasdaq.com/symbol/anad",
"ADI","Analog Devices, Inc.","37.99","11333860620","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/adi",
"ALOG","Analogic Corporation","64.34","788744060","n/a","1972","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/alog",
"ANLY","Analysts International Corporation","4.03","20448220","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/anly",
"ANEN","Anaren, Inc.","19.99","296471690","n/a","1972","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/anen",
"ACOM          ","Ancestry.com Inc.","27.38","1166853460","n/a","1993","Technology","EDP Services","http://www.nasdaq.com/symbol/acom          ",
"ANCB","Anchor Bancorp","10.78","27489000","n/a","2011","Finance","Banks","http://www.nasdaq.com/symbol/ancb",
"AMCF","Andatee China Marine Fuel Services Corporation","2.05","19513950","n/a","2010","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/amcf",
"ANDA","Andina Acquisition Corporation","9.6","50400000","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/anda",
"ANDAU","Andina Acquisition Corporation","10","40000000","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/andau",
"ANDAW","Andina Acquisition Corporation","0.21","1890000","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/andaw",
"ANGN","Angeion Corporation","5.4","21529800","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/angn",
"ANGI","Angie&#39;s List, Inc.","14.98","865229820","n/a","n/a","Consumer Services","Advertising","http://www.nasdaq.com/symbol/angi",
"ANGO","AngioDynamics, Inc.","11.42","397610140","n/a","2004","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/ango",
"ANIK","Anika Therapeutics Inc.","12.62","173701680","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/anik",
"ANNB","Annapolis Bancorp Inc.","7.003","27836925","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/annb",
"ANSS","ANSYS, Inc.","58.15","5416498050","n/a","1996","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/anss",
"ATRS","Antares Pharma, Inc.","5.1","531787200","n/a","2002","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/atrs",
"ANTH","Anthera Pharmaceuticals, Inc.","1.16","47655120","n/a","2010","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/anth",
"APAGF","Apco Oil and Gas International Inc.","19.18","175305200","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/apagf",
"ATNY","API Technologies Corp.","3.3","180572700","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/atny",
"APOG","Apogee Enterprises, Inc.","16.86","476868240","n/a","1971","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/apog",
"APOL","Apollo Group, Inc.","30.2","3629103800","n/a","1994","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/apol",
"AINV","Apollo Investment Corporation","7.94","1610954540","n/a","2004","n/a","n/a","http://www.nasdaq.com/symbol/ainv",
"AAPL","Apple Inc.","614.32","574427287840","n/a","1980","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/aapl",
"ARCI","Appliance Recycling Centers of America, Inc.","4.3275","24043590","n/a","n/a","Consumer Services","Home Furnishings","http://www.nasdaq.com/symbol/arci",
"AMAT","Applied Materials, Inc.","10.695","13707920535","n/a","1972","Technology","Semiconductors","http://www.nasdaq.com/symbol/amat",
"AMCC","Applied Micro Circuits Corporation","4.86","301733100","n/a","1997","Technology","Semiconductors","http://www.nasdaq.com/symbol/amcc",
"AREX","Approach Resources Inc.","28.31","948781340","n/a","2007","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/arex",
"APRI","Apricus Biosciences, Inc","3.12","83029440","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/apri",
"ARCW","Arc Wireless Solutions, Inc.","2.93","9056630","n/a","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/arcw",
"ABIO","ARCA biopharma, Inc.","0.579","7053957","n/a","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/abio",
"ACGL","Arch Capital Group Ltd.","39.56","5358481120","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/acgl",
"ACAT","Arctic Cat Inc.","37.95","479915700","n/a","1990","Capital Goods","Industrial Specialties","http://www.nasdaq.com/symbol/acat",
"ARDNA","Arden Group, Inc.","86.8","266562800","n/a","n/a","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/ardna",
"ARNA","Arena Pharmaceuticals, Inc.","9.65","1902555400","n/a","2000","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/arna",
"ARCC","Ares Capital Corporation","16.57","3676468750","n/a","1999","n/a","n/a","http://www.nasdaq.com/symbol/arcc",
"AGII","Argo Group International Holdings, Ltd.","29.92","771696640","n/a","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/agii",
"ARIA","ARIAD Pharmaceuticals, Inc.","18.24","3022896960","n/a","1994","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/aria",
"ARBA","Ariba, Inc.","44.45","4452423150","n/a","1999","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/arba",
"ARKR","Ark Restaurants Corp.","14.81","48058450","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/arkr",
"ABFS","Arkansas Best Corporation","11.84","301481920","n/a","1992","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/abfs",
"ARMH","ARM Holdings, plc","23.61","10827498780","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/armh",
"ARTX","Arotech Corporation","0.88","14027200","n/a","1994","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/artx",
"ARQL","ArQule, Inc.","6.06","376938060","n/a","1996","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/arql",
"ARRY","Array BioPharma Inc.","4.02","358326720","n/a","2000","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/arry",
"ARRS","Arris Group Inc","13.825","1562791825","n/a","1993","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/arrs",
